Order_ID,Company_Name,Order_Date,State,City,City_Tier,Store_Type,Product_Category,Product_Name,Quantity_Sold,Unit_Price_INR,Payment_Method,GST_Rate_Pct,Discount_Applied_Pct,Delivery_Days
IND-2024-125097,Mahindra & Mahindra,,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,9,155,Net Banking,18,0,5
IND-2024-125098,Adani Enterprises,17-01-2025,Karnataka,Bengaluru,Tier 1,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,15,120,Cash / COD,5,10,6
IND-2024-125099,Zomato Enterprise,21-Sep-25,Rajasthan,Jaipur,Tier 2,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,14,155,UPI,18,0,7
IND-2024-125100,Wipro Enterprise,19-05-2025,Gujarat,Ahmedabad,Tier 2,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,16,440,Credit Card,0,20,1
IND-2024-125101,Reliance Jio Infocomm,14-09-2025,Uttar Pradesh,Lucknow,Tier 2,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,24,290,Cash / COD,18,20,2
IND-2024-125102,Zomato Enterprise,27-11-2024,Madhya Pradesh,Indore,Tier 2,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,20,120,Cash / COD,5,25,6
IND-2024-125103,Titan Company,01-12-2024,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,23,440,Debit Card,0,25,7
IND-2024-125104,Infosys Limited,,Uttar Pradesh,Lucknow,Tier 2,Hypermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,20,,UPI,18,0,4
IND-2024-125105,Infosys Limited,06-08-2025,Madhya Pradesh,Indore,Tier 2,kirana store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),19,210,Net Banking,18,25,1
IND-2024-125106,Tata Consultancy Services,09-Aug-24,Karnataka,Bengaluru,Tier 1,Supermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,6,,Net Banking,18,25,3
IND-2024-125107,Godrej Consumer Products,,Karnataka,Bengaluru,Tier 1,Kirana Store,Dairy & Staples,Amul Pasteurized Butter 500g,5,275,Debit Card,0,10,5
IND-2024-125108,Tech Mahindra,,Madhya Pradesh,Indore,Tier 2,Hypermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,25,155,Net Banking,18,0,7
IND-2024-125109,Bajaj Finserv B2B,,Gujarat,Ahmedabad,Tier 2,hypermarket,Beverages,Tata Tea Gold 500g,6,320,Net Banking,5,25,5
IND-2024-125110,Bajaj Finserv B2B,,Uttar Pradesh,Lucknow,Tier 2,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,1,290,UPI,18,20,6
IND-2024-125111,Swiggy Instamart,03-Mar-24,Uttar Pradesh,Lucknow,Tier 2,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,23,275,Net Banking,0,10,7
IND-2024-125112,Adani Enterprises,21-07-2024,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Packaged Food,Parle-G Gold Biscuits 1kg,13,140,Cash / COD,5,0,3
IND-2024-125113,Bajaj Finserv B2B,24-08-2025,Uttar Pradesh,Lucknow,Tier 2,Hypermarket,Dairy & Staples,Amul Pasteurized Butter 500g,15,275,Credit Card,0,10,7
IND-2024-125114,Tata Consumer Products,,Gujarat,Ahmedabad,Tier 2,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,18,440,Net Banking,0,5,6
IND-2024-125115,Swiggy Instamart,12-04-2024,Rajasthan,Jaipur,Tier 2,Supermarket,Packaged Food,Maggi 2-Min Noodles 420g,1,₹120.00,Debit Card,5,25,2
IND-2024-125116,Tata Consultancy Services,31-07-2025,Gujarat,Ahmedabad,Tier 2,Supermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,23,155,Net Banking,18,20,7
IND-2024-125117,Zepto Commerce,07-05-2025,Gujarat,Ahmedabad,Tier 2,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,13,120,Credit Card,5,0,2
IND-2024-125118,Zepto Commerce,14-06-2025,Telangana,Hyderabad,Tier 1,Kirana Store,Household Supplies,Surf Excel Easy Wash Detergent 2kg,5,,Net Banking,18,25,1
IND-2024-125119,Reliance Retail,24-10-2024,Karnataka,Bengaluru,Tier 1,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,2,290,Debit Card,18,15,1
IND-2024-125120,HCL Technologies,,Bihar,Patna,Tier 3,Hypermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,20,440,UPI,0,20,7
IND-2024-125121,Bajaj Finserv B2B,02-07-2024,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,18,495,Credit Card,18,10,2
IND-2024-125122,Zomato Enterprise,15-06-2025,Tamil Nadu,Chennai,Tier 1,Kirana Store,Packaged Food,Parle-G Gold Biscuits 1kg,24,140,UPI,5,25,2
IND-2024-125123,Godrej Consumer Products,18-Jun-25,Karnataka,Bengaluru,Tier 1,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,15,120,Debit Card,5,20,4
IND-2024-125124,Tata Consultancy Services,28-04-2025,Gujarat,Ahmedabad,Tier 2,Supermarket,Beverages,Tata Tea Gold 500g,13,320,Credit Card,5,15,4
IND-2024-125125,Wipro Enterprise,21-01-2025,Gujarat,Ahmedabad,Tier 2,Kirana Store,Household Supplies,Vim Dishwash Liquid Gel 750ml,22,155,Debit Card,18,25,3
IND-2024-125126,Zomato Enterprise,20-09-2024,Telangana,Hyderabad,Tier 1,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),16,210,Credit Card,18,5,1
IND-2024-125127,Titan Company,06-09-2024,Karnataka,Bengaluru,Tier 1,Hypermarket,Dairy & Staples,Amul Pasteurized Butter 500g,16,275,UPI,0,15,2
IND-2024-125128,Godrej Consumer Products,25-02-2024,Gujarat,Ahmedabad,Tier 2,Kirana Store,Beverages,Tata Tea Gold 500g,22,320,UPI,5,0,7
IND-2024-125129,Tata Consultancy Services,24-06-2025,Gujarat,Ahmedabad,Tier 2,Supermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,16,155,Credit Card,18,20,5
IND-2024-125130,Infosys Limited,15-Nov-25,Uttar Pradesh,Lucknow,Tier 2,Quick-Commerce Hub,Packaged Food,Maggi 2-Min Noodles 420g,14,120,UPI,5,10,3
IND-2024-125131,Mahindra & Mahindra,22-06-2024,Rajasthan,Jaipur,Tier 2,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),5,210,Net Banking,18,20,4
IND-2024-125132,Reliance Retail,26-Apr-25,Bihar,Patna,Tier 3,Kirana Store,Household Supplies,Vim Dishwash Liquid Gel 750ml,20,155,Credit Card,18,0,3
IND-2024-125133,ITC Limited,04-05-2024,Maharashtra,Mumbai,Tier 1,Hypermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,10,440,UPI,0,10,6
IND-2024-125134,Reliance Jio Infocomm,,Rajasthan,Jaipur,Tier 2,kirana store,Packaged Food,Parle-G Gold Biscuits 1kg,13,140,Net Banking,5,0,7
IND-2024-125135,Tech Mahindra,14-10-2024,Bihar,Patna,Tier 3,Supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,8,495,Net Banking,18,20,6
IND-2024-125136,Reliance Retail,24-11-2024,Telangana,Hyderabad,Tier 1,Hypermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,3,495,Cash / COD,18,0,3
IND-2024-125137,Titan Company,03-04-2024,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Beverages,Tata Tea Gold 500g,23,320,Cash / COD,5,25,7
IND-2024-125138,Mahindra & Mahindra,06-09-2024,Tamil Nadu,Chennai,Tier 1,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,23,275,Net Banking,0,15,3
IND-2024-125139,Titan Company,,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Beverages,Tata Tea Gold 500g,13,320,Cash / COD,5,25,3
IND-2024-125140,Flipkart India,15-12-2025,Delhi NCR,New Delhi,Tier 1,Hypermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,2,380,Net Banking,18,15,5
IND-2024-125141,Godrej Consumer Products,30-01-2024,Karnataka,Bengaluru,Tier 1,Kirana Store,Household Supplies,Surf Excel Easy Wash Detergent 2kg,20,380,Net Banking,18,5,3
IND-2024-125142,Swiggy Instamart,29-03-2024,Delhi NCR,New Delhi,Tier 1,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,4,120,Debit Card,5,20,1
IND-2024-125143,Infosys Limited,,Maharashtra,Mumbai,Tier 1,Kirana Store,Beverages,Tata Tea Gold 500g,23,320,Cash / COD,5,5,4
IND-2024-125144,Infosys Limited,08-06-2025,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,8,₹290.00,UPI,18,0,4
IND-2024-125145,Godrej Consumer Products,21-Jan-25,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,24,290,Cash / COD,18,5,2
IND-2024-125146,Adani Enterprises,18-08-2024,Rajasthan,Jaipur,Tier 2,Hypermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,9,495,Credit Card,18,25,6
IND-2024-125147,Zepto Commerce,,Delhi NCR,New Delhi,Tier 1,Quick-Commerce Hub,Beverages,Tata Tea Gold 500g,3,320,Debit Card,5,20,4
IND-2024-125148,Tata Consultancy Services,19-03-2024,Maharashtra,Mumbai,Tier 1,Kirana Store,Household Supplies,Vim Dishwash Liquid Gel 750ml,20,155,Credit Card,18,20,2
IND-2024-125149,Adani Enterprises,,Bihar,Patna,Tier 3,Supermarket,Packaged Food,Maggi 2-Min Noodles 420g,14,120,UPI,5,25,6
IND-2024-125150,Bharti Airtel,14-11-2024,Gujarat,Ahmedabad,Tier 2,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),3,210,UPI,18,10,2
IND-2024-125151,ITC Limited,,Rajasthan,Jaipur,Tier 2,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,21,290,UPI,18,20,999
IND-2024-125152,Reliance Jio Infocomm,03-10-2024,Uttar Pradesh,Lucknow,Tier 2,Quick-Commerce Hub,Household Supplies,Surf Excel Easy Wash Detergent 2kg,8,380,Net Banking,18,25,5
IND-2024-125153,Bajaj Finserv B2B,,Delhi NCR,New Delhi,Tier 1,Hypermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,4,155,Net Banking,18,0,6
IND-2024-125154,Zomato Enterprise,02-Sep-24,Rajasthan,Jaipur,Tier 2,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,14,₹495.00,Cash / COD,18,25,5
IND-2024-125155,Bajaj Finserv B2B,27-Jun-25,Gujarat,Ahmedabad,Tier 2,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,15,290,Cash / COD,18,15,2
IND-2024-125156,Infosys Limited,29-Jul-24,Rajasthan,Jaipur,Tier 2,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,8,290,UPI,18,5,3
IND-2024-125157,Bharti Airtel,28-01-2024,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Beverages,Tata Tea Gold 500g,15,320,Debit Card,5,25,4
IND-2024-125158,Godrej Consumer Products,,Karnataka,Bengaluru,Tier 1,Hypermarket,Dairy & Staples,Amul Pasteurized Butter 500g,1,275,UPI,0,0,5
IND-2024-125159,Swiggy Instamart,,Telangana,Hyderabad,Tier 1,Kirana Store,Household Supplies,Vim Dishwash Liquid Gel 750ml,14,₹155.00,Credit Card,18,15,5
IND-2024-125160,Godrej Consumer Products,03-05-2024,Uttar Pradesh,Lucknow,Tier 2,Supermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,24,155,Credit Card,18,20,3
IND-2024-125161,Tata Consumer Products,03-03-2024,Rajasthan,Jaipur,Tier 2,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,14,155,Net Banking,18,10,5
IND-2024-125162,Tata Consultancy Services,06-Dec-25,Rajasthan,Jaipur,Tier 2,Supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,8,495,Credit Card,18,15,5
IND-2024-125163,Wipro Enterprise,25-Jun-25,Rajasthan,Jaipur,Tier 2,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,9,290,Debit Card,18,15,6
IND-2024-125164,Titan Company,,Rajasthan,Jaipur,Tier 2,Hypermarket,Packaged Food,Parle-G Gold Biscuits 1kg,13,₹140.00,Net Banking,5,5,5
IND-2024-125165,Zomato Enterprise,22-May-24,Gujarat,Ahmedabad,Tier 2,Hypermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),11,210,UPI,18,20,1
IND-2024-125166,HCL Technologies,30-12-2024,Rajasthan,Jaipur,Tier 2,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),14,210,Debit Card,18,5,1
IND-2024-125167,Godrej Consumer Products,04-09-2024,Rajasthan,Jaipur,Tier 2,supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,3,₹275.00,Net Banking,0,25,5
IND-2024-125168,Reliance Retail,10-11-2024,Bihar,Patna,Tier 3,Kirana Store,Dairy & Staples,Amul Pasteurized Butter 500g,21,275,UPI,0,20,4
IND-2024-125169,Tata Consultancy Services,15-Dec-24,Tamil Nadu,Chennai,Tier 1,Supermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,20,440,UPI,0,5,1
IND-2024-125170,Zomato Enterprise,24-Nov-24,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,23,₹495.00,Cash / COD,18,0,4
IND-2024-125171,Bharti Airtel,10-03-2024,Maharashtra,Mumbai,Tier 1,Supermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),18,210,Cash / COD,18,10,3
IND-2024-125172,Infosys Limited,07-Sep-25,Rajasthan,Jaipur,Tier 2,Quick-Commerce Hub,Packaged Food,Maggi 2-Min Noodles 420g,12,120,Credit Card,5,0,7
IND-2024-125173,Swiggy Instamart,,Tamil Nadu,Chennai,Tier 1,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,3,290,UPI,18,20,3
IND-2024-125174,Zepto Commerce,31-12-2024,Madhya Pradesh,Indore,Tier 2,kirana store,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,23,440,Debit Card,0,0,6
IND-2024-125175,Tata Consultancy Services,03-04-2025,Maharashtra,Mumbai,Tier 1,Supermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,13,₹155.00,Debit Card,18,0,1
IND-2024-125176,Titan Company,16-Sep-25,Telangana,Hyderabad,Tier 1,Kirana Store,Beverages,Tata Tea Gold 500g,9,320,Net Banking,5,10,2
IND-2024-125177,Swiggy Instamart,19-02-2025,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),8,210,Net Banking,18,10,1
IND-2024-125178,Wipro Enterprise,,Uttar Pradesh,Lucknow,Tier 2,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),21,210,UPI,18,5,1
IND-2024-125179,Avenue Supermarts (DMart),09-02-2024,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,8,120,UPI,5,0,4
IND-2024-125180,Adani Enterprises,,Delhi NCR,New Delhi,Tier 1,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,21,290,Credit Card,18,10,7
IND-2024-125181,Avenue Supermarts (DMart),,Bihar,Patna,Tier 3,supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,11,₹495.00,UPI,18,5,1
IND-2024-125182,Godrej Consumer Products,28-11-2024,Tamil Nadu,Chennai,Tier 1,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,1,290,Debit Card,18,15,2
IND-2024-125183,HCL Technologies,12-01-2024,Maharashtra,Mumbai,Tier 1,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,5,290,Net Banking,18,5,3
IND-2024-125184,Flipkart India,19-03-2025,Madhya Pradesh,Indore,Tier 2,Supermarket,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,14,495,Net Banking,18,25,6
IND-2024-125185,Tata Consultancy Services,,Telangana,Hyderabad,Tier 1,Supermarket,Packaged Food,Parle-G Gold Biscuits 1kg,17,140,Cash / COD,5,5,2
IND-2024-125186,Swiggy Instamart,05-02-2025,Rajasthan,Jaipur,Tier 2,Kirana Store,Packaged Food,Parle-G Gold Biscuits 1kg,18,140,Debit Card,5,15,4
IND-2024-125187,Tata Consumer Products,31-Jul-25,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,21,290,Cash / COD,18,25,6
IND-2024-125188,ITC Limited,01-02-2024,Karnataka,Bengaluru,Tier 1,Hypermarket,Packaged Food,Maggi 2-Min Noodles 420g,25,₹120.00,UPI,5,5,7
IND-2024-125189,Titan Company,,Uttar Pradesh,Lucknow,Tier 2,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,5,290,UPI,18,5,7
IND-2024-125190,Adani Enterprises,06-11-2025,Bihar,Patna,Tier 3,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,19,,Debit Card,0,5,7
IND-2024-125191,ITC Limited,31-01-2024,Bihar,Patna,Tier 3,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,-3,440,Debit Card,0,0,4
IND-2024-125192,Avenue Supermarts (DMart),04-02-2025,Rajasthan,Jaipur,Tier 2,Supermarket,Packaged Food,Maggi 2-Min Noodles 420g,17,120,Debit Card,5,25,2
IND-2024-125193,Swiggy Instamart,12-12-2024,Rajasthan,Jaipur,Tier 2,Supermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),22,210,UPI,18,25,6
IND-2024-125194,Bharti Airtel,16-04-2024,Maharashtra,Mumbai,Tier 1,Kirana Store,Beverages,Tata Tea Gold 500g,9,₹320.00,Credit Card,5,0,3
IND-2024-125195,Tata Consumer Products,19-02-2024,Rajasthan,Jaipur,Tier 2,Kirana Store,Beverages,Nescafe Classic Instant Coffee 100g,5,290,Net Banking,18,5,2
IND-2024-125196,Reliance Retail,02-12-2024,Madhya Pradesh,Indore,Tier 2,Hypermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,-7,380,Net Banking,18,20,7
IND-2024-125197,Tech Mahindra,25-01-2025,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Beverages,Nescafe Classic Instant Coffee 100g,25,290,Cash / COD,18,10,1
IND-2024-125198,Tata Consultancy Services,21-07-2024,Maharashtra,Mumbai,Tier 1,Kirana Store,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,22,₹440.00,Debit Card,0,20,5
IND-2024-125199,Adani Enterprises,17-Jan-24,Tamil Nadu,Chennai,Tier 1,Quick-Commerce Hub,Dairy & Staples,Amul Pasteurized Butter 500g,11,275,Net Banking,0,15,3
IND-2024-125200,HCL Technologies,10-01-2025,Gujarat,Ahmedabad,Tier 2,Hypermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),20,210,Credit Card,18,0,7
IND-2024-125201,Tata Consumer Products,14-Jun-25,Madhya Pradesh,Indore,Tier 2,Hypermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),2,₹210.00,Debit Card,18,15,1
IND-2024-125202,Wipro Enterprise,16-05-2025,Gujarat,Ahmedabad,Tier 2,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,1,495,Credit Card,18,20,4
IND-2024-125203,Godrej Consumer Products,,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Personal Care,Dove Hair Fall Rescue Shampoo 650ml,23,495,Credit Card,18,10,2
IND-2024-125204,HCL Technologies,20-12-2025,Bihar,Patna,Tier 3,Kirana Store,Household Supplies,Vim Dishwash Liquid Gel 750ml,24,155,Cash / COD,18,15,4
IND-2024-125205,Zomato Enterprise,11-May-24,Maharashtra,Mumbai,Tier 1,Supermarket,Beverages,Tata Tea Gold 500g,20,,Credit Card,5,15,2
IND-2024-125206,Mahindra & Mahindra,31-May-24,Rajasthan,Jaipur,Tier 2,Supermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),24,210,Credit Card,18,25,1
IND-2024-125207,Tata Consultancy Services,22-03-2025,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Packaged Food,Parle-G Gold Biscuits 1kg,18,140,Net Banking,5,15,5
IND-2024-125208,HCL Technologies,12-10-2025,Gujarat,Ahmedabad,Tier 2,quick-commerce hub,Beverages,Tata Tea Gold 500g,15,320,Debit Card,5,10,3
IND-2024-125209,Bajaj Finserv B2B,18-09-2024,Tamil Nadu,Chennai,Tier 1,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,25,290,UPI,18,5,7
IND-2024-125210,Tech Mahindra,10-09-2024,Tamil Nadu,Chennai,Tier 1,Supermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),15,210,Credit Card,18,15,4
IND-2024-125211,Zepto Commerce,20-Nov-25,Karnataka,Bengaluru,Tier 1,Supermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,7,₹380.00,Net Banking,18,10,3
IND-2024-125212,Tech Mahindra,,Tamil Nadu,Chennai,Tier 1,Supermarket,Beverages,Nescafe Classic Instant Coffee 100g,22,290,Net Banking,18,20,6
IND-2024-125213,Zepto Commerce,11-12-2025,Bihar,Patna,Tier 3,Hypermarket,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),2,210,Net Banking,18,25,5
IND-2024-125214,Zomato Enterprise,,Maharashtra,Mumbai,Tier 1,Quick-Commerce Hub,Packaged Food,Parle-G Gold Biscuits 1kg,11,,UPI,5,0,6
IND-2024-125215,Adani Enterprises,20-Apr-25,Maharashtra,Mumbai,Tier 1,Hypermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,21,440,UPI,0,15,3
IND-2024-125216,Titan Company,12-Oct-24,Uttar Pradesh,Lucknow,Tier 2,Supermarket,Household Supplies,Surf Excel Easy Wash Detergent 2kg,12,380,Debit Card,18,5,3
IND-2024-125217,Swiggy Instamart,06-Dec-24,Telangana,Hyderabad,Tier 1,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,20,120,Net Banking,5,25,1
IND-2024-125218,Infosys Limited,,Delhi NCR,New Delhi,Tier 1,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,17,275,Net Banking,0,10,2
IND-2024-125219,Mahindra & Mahindra,19-09-2024,Telangana,Hyderabad,Tier 1,Hypermarket,Beverages,Nescafe Classic Instant Coffee 100g,18,290,Debit Card,18,0,6
IND-2024-125220,Wipro Enterprise,,Maharashtra,Mumbai,Tier 1,Kirana Store,Dairy & Staples,Amul Pasteurized Butter 500g,13,275,Net Banking,0,25,7
IND-2024-125221,Zomato Enterprise,,Maharashtra,Mumbai,Tier 1,Kirana Store,Packaged Food,Parle-G Gold Biscuits 1kg,2,140,Net Banking,5,15,5
IND-2024-125222,Zepto Commerce,,Madhya Pradesh,Indore,Tier 2,Kirana Store,Packaged Food,Parle-G Gold Biscuits 1kg,7,140,Net Banking,5,20,2
IND-2024-125223,Tata Consultancy Services,07-12-2024,Gujarat,Ahmedabad,Tier 2,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,12,275,Debit Card,0,5,2
IND-2024-125224,Flipkart India,19-10-2024,Delhi NCR,New Delhi,Tier 1,kirana store,Household Supplies,Vim Dishwash Liquid Gel 750ml,14,155,Credit Card,18,20,5
IND-2024-125225,Reliance Retail,26-01-2024,Delhi NCR,New Delhi,Tier 1,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,13,,Net Banking,0,10,2
IND-2024-125226,Reliance Jio Infocomm,19-08-2025,Delhi NCR,New Delhi,Tier 1,Kirana Store,Beverages,Nescafe Classic Instant Coffee 100g,23,290,Net Banking,18,5,1
IND-2024-125227,Tata Consumer Products,06-Sep-24,Rajasthan,Jaipur,Tier 2,Hypermarket,Packaged Food,Parle-G Gold Biscuits 1kg,14,140,Cash / COD,5,25,5
IND-2024-125228,Bharti Airtel,11-12-2024,Telangana,Hyderabad,Tier 1,Quick-Commerce Hub,Household Supplies,Vim Dishwash Liquid Gel 750ml,19,155,Cash / COD,18,15,6
IND-2024-125229,Zomato Enterprise,27-May-24,Bihar,Patna,Tier 3,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),22,210,UPI,18,20,999
IND-2024-125230,Tata Consultancy Services,09-09-2024,Bihar,Patna,Tier 3,Kirana Store,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),7,210,Cash / COD,18,0,7
IND-2024-125231,Reliance Jio Infocomm,,Maharashtra,Mumbai,Tier 1,Supermarket,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,2,440,Debit Card,0,10,4
IND-2024-125232,Reliance Retail,13-09-2024,Uttar Pradesh,Lucknow,Tier 2,Quick-Commerce Hub,Personal Care,Dettol Antiseptic Soap 125g (Pack of 4),12,210,Credit Card,18,20,5
IND-2024-125233,Wipro Enterprise,07-Jul-24,Karnataka,Bengaluru,Tier 1,kirana store,Packaged Food,Maggi 2-Min Noodles 420g,10,120,,5,0,6
IND-2024-125234,Adani Enterprises,,Telangana,Hyderabad,Tier 1,Kirana Store,Household Supplies,Vim Dishwash Liquid Gel 750ml,17,₹155.00,Credit Card,18,10,2
IND-2024-125235,Reliance Jio Infocomm,14-Dec-25,Karnataka,Bengaluru,Tier 1,Quick-Commerce Hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,4,440,Credit Card,0,15,3
IND-2024-125236,Bajaj Finserv B2B,,Maharashtra,Mumbai,Tier 1,quick-commerce hub,Dairy & Staples,Aashirvaad Shuddh Atta 10kg,10,440,Net Banking,0,10,3
IND-2024-125237,Godrej Consumer Products,,Maharashtra,Mumbai,Tier 1,Hypermarket,Packaged Food,Parle-G Gold Biscuits 1kg,6,140,Credit Card,5,25,3
IND-2024-125238,Tata Consultancy Services,12-Jan-24,Maharashtra,Mumbai,Tier 1,Supermarket,Dairy & Staples,Amul Pasteurized Butter 500g,18,275,UPI,0,20,7
IND-2024-125239,Titan Company,11-08-2024,Maharashtra,Mumbai,Tier 1,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,-16,120,Cash / COD,5,0,2
IND-2024-125240,Zomato Enterprise,27-04-2024,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Packaged Food,Maggi 2-Min Noodles 420g,19,120,Debit Card,5,0,6
IND-2024-125241,Godrej Consumer Products,31-Mar-25,Uttar Pradesh,Lucknow,Tier 2,Kirana Store,Household Supplies,Surf Excel Easy Wash Detergent 2kg,4,380,UPI,18,25,5
IND-2024-125242,Godrej Consumer Products,06-12-2024,Tamil Nadu,Chennai,Tier 1,Supermarket,Household Supplies,Vim Dishwash Liquid Gel 750ml,17,₹155.00,UPI,18,10,4
IND-2024-125243,Zepto Commerce,10-11-2025,Karnataka,Bengaluru,Tier 1,Hypermarket,Beverages,Tata Tea Gold 500g,6,₹320.00,Credit Card,5,0,5
IND-2024-125244,Zepto Commerce,21-06-2024,Gujarat,Ahmedabad,Tier 2,Quick-Commerce Hub,Dairy & Staples,Amul Pasteurized Butter 500g,15,₹275.00,Debit Card,0,15,5
